#OTU ID	M04754
OTU18092	6
OTU4627	58
OTU12193	20
OTU14572	11
OTU7752	33
OTU15885	3
OTU12145	20
OTU15117	99
OTU18118	9
OTU7937	23
OTU24135	2
OTU21665	2
OTU3344	104
OTU25180	5
OTU25915	2
OTU7884	91
OTU17227	9
OTU21496	2
OTU17204	10
OTU4634	60
OTU24274	2
OTU10464	22
OTU10740	42
OTU13631	21
OTU16443	13
OTU18024	12
OTU18085	3
OTU19613	7
OTU19042	11
OTU21690	5
OTU7285	20
OTU19429	4
OTU19431	2
OTU23218	7
OTU17797	6
OTU7243	29
OTU13686	14
OTU13141	17
OTU15171	10
OTU17845	6
OTU13766	22
OTU9793	41
OTU25905	2
OTU21450	3
OTU24930	4
OTU21694	2
OTU23051	2
OTU17321	4
OTU24144	2
OTU21623	2
OTU9652	20
OTU23509	10
OTU3443	110
OTU21712	2
OTU14933	5
OTU24911	4
OTU11941	87
OTU20021	9
OTU24153	3
OTU8954	20
OTU20738	5
OTU14697	9
OTU6506	38
OTU21455	2
OTU18042	8
OTU19446	3
OTU23272	6
OTU19148	4
OTU19452	3
OTU18111	5
OTU14887	11
OTU8607	31
OTU13629	16
OTU11743	14
OTU21715	2
OTU20741	2
OTU11432	18
OTU12629	8
OTU10041	22
OTU10517	50
OTU15700	10
OTU11945	11
OTU15907	24
OTU8312	42
OTU20740	3
OTU21031	8
OTU16406	13
OTU12706	11
OTU25933	3
OTU12277	10
OTU23981	6
OTU23513	6
OTU25642	2
OTU20702	16
OTU23984	2
OTU7891	39
OTU8975	18
OTU24275	8
OTU24106	2
OTU7756	36
OTU17708	6
OTU11679	11
OTU26605	3
OTU9759	19
OTU21686	5
OTU23506	7
OTU12341	34
OTU6626	27
OTU13592	14
OTU23083	3
OTU21670	2
OTU18553	4
OTU24966	4
OTU27358	9
OTU21674	10
OTU25653	2
OTU19951	7
OTU19061	10
OTU11492	6
OTU14594	12
OTU11349	28
OTU23664	4
OTU25921	4
OTU12231	9
OTU23239	3
OTU8839	15
OTU12237	20
OTU17628	4
OTU14779	11
OTU12854	9
OTU15230	12
OTU18824	12
OTU17282	10
OTU23233	2
OTU17489	3
OTU19398	2
OTU15372	13
OTU21667	19
OTU19044	4
OTU14599	6
OTU18591	7
OTU4663	75
OTU13193	8
OTU9516	23
OTU19249	4
OTU17334	7
OTU23905	7
OTU21556	2
OTU14846	19
OTU19251	5
OTU19248	5
OTU10564	18
OTU22980	13
OTU3056	168
OTU17532	6
OTU14273	16
OTU9434	20
OTU23958	9
OTU20447	5
OTU24191	2
OTU23229	2
OTU20108	9
OTU14610	14
OTU15299	9
OTU24030	4
OTU5336	37
OTU16195	14
OTU17177	5
OTU15913	9
OTU13791	11
OTU12778	6
OTU8597	30
OTU7506	21
OTU24103	3
OTU15949	12
OTU10346	12
OTU17856	6
OTU18582	19
OTU23939	8
OTU20548	3
OTU17078	11
OTU17695	10
OTU25927	2
OTU20585	44
OTU25623	3
OTU22821	4
OTU14369	8
OTU25624	3
OTU25304	5
OTU23260	2
OTU19465	4
OTU25556	6
OTU24142	9
OTU12347	9
OTU21551	5
OTU9266	19
OTU21589	3
OTU15419	12
OTU20710	3
OTU26106	17
OTU21554	2
OTU7903	23
OTU9017	17
OTU18208	9
OTU19224	4
OTU15601	15
OTU23655	6
OTU10450	13
OTU13292	6
OTU4254	72
OTU10341	16
OTU14155	11
OTU17588	11
OTU6368	27
OTU15678	22
OTU23176	2
OTU21528	7
OTU26442	5
OTU12358	10
OTU23170	2
OTU16299	4
OTU27076	8
OTU8676	19
OTU24170	3
OTU27874	3
OTU15499	9
OTU4204	162
OTU18001	10
OTU11723	11
OTU11249	19
OTU24781	8
OTU16285	17
OTU11245	15
OTU12954	13
OTU13704	21
OTU26172	18
OTU24946	2
OTU21527	4
OTU23158	2
OTU20727	2
OTU20224	4
OTU15258	11
OTU10867	21
OTU4813	81
OTU21541	5
OTU23697	5
OTU9964	11
OTU21022	6
OTU13004	16
OTU19351	8
OTU13361	26
OTU16312	5
OTU27018	5
OTU8048	33
OTU12820	17
OTU18926	6
OTU14338	22
OTU23934	11
OTU14956	15
OTU24950	6
OTU19372	6
OTU7422	29
OTU27087	5
OTU15955	5
OTU21869	3
OTU25529	7
OTU16210	10
OTU24954	2
OTU16198	5
OTU21534	2
OTU17038	7
OTU27778	14
OTU23187	3
OTU5716	95
OTU9349	20
OTU21184	7
OTU7110	25
OTU17660	4
OTU10960	20
OTU11251	14
OTU15709	4
OTU23183	3
OTU11203	27
OTU18633	5
OTU28001	2
OTU8564	19
OTU17418	11
OTU9903	14
OTU24519	6
OTU16056	12
OTU11065	33
OTU8144	23
OTU21601	3
OTU18491	19
OTU9883	17
OTU17232	5
OTU23221	4
OTU15576	6
OTU23754	3
OTU23568	4
OTU17396	9
OTU8914	33
OTU15675	12
OTU21599	3
OTU20957	5
OTU25687	3
OTU16755	4
OTU18583	9
OTU11001	9
OTU20525	3
OTU16027	19
OTU26561	8
OTU10223	17
OTU9882	28
OTU15872	16
OTU21609	2
OTU24033	4
OTU24677	5
OTU25156	4
OTU19407	4
OTU16323	7
OTU12991	14
OTU22341	7
OTU5427	34
OTU20580	6
OTU24975	4
OTU18916	22
OTU13393	13
OTU16025	4
OTU27973	10
OTU13772	10
OTU11474	9
OTU15414	6
OTU24307	3
OTU26265	6
OTU10219	27
OTU26586	12
OTU28074	5
OTU25854	3
OTU28078	6
OTU11358	14
OTU19165	26
OTU14574	8
OTU27297	5
OTU21576	4
OTU12596	5
OTU10089	28
OTU20515	4
OTU25293	10
OTU16441	10
OTU25703	2
OTU20967	4
OTU17642	7
OTU17885	7
OTU13855	24
OTU13264	8
OTU27676	6
OTU14840	8
OTU14899	20
OTU10898	13
OTU21568	3
OTU18805	8
OTU12305	17
OTU19228	7
OTU20955	7
OTU18855	6
OTU12071	9
OTU16823	7
OTU15721	7
OTU17478	5
OTU8329	62
OTU21173	4
OTU23775	14
OTU19211	2
OTU17074	326
OTU14044	15
OTU19881	20
OTU20923	4
OTU27723	6
OTU8502	22
OTU27680	6
OTU20616	3
OTU10915	23
OTU17425	5
OTU19173	17
OTU11073	9
OTU18095	7
OTU18456	5
OTU24921	4
OTU2047	221
OTU21298	3
OTU16786	3
OTU24391	3
OTU21149	3
OTU6327	34
OTU14952	8
OTU20902	3
OTU25953	4
OTU9440	26
OTU17424	4
OTU25658	2
OTU25657	4
OTU15500	19
OTU27377	3
OTU20951	7
OTU18744	5
OTU17051	13
OTU16876	4
OTU15482	14
OTU20640	4
OTU17477	3
OTU23703	5
OTU17390	8
OTU20651	4
OTU20653	5
OTU13765	12
OTU8040	25
OTU15403	7
OTU24399	7
OTU22264	20
OTU11030	20
OTU8267	21
OTU21132	9
OTU18603	13
OTU18158	5
OTU19388	2
OTU24058	4
OTU19300	11
OTU21730	3
OTU22498	18
OTU18089	4
OTU20634	3
OTU19443	2
OTU13913	11
OTU20584	3
OTU28194	2
OTU6908	53
OTU19851	9
OTU21145	4
OTU25671	5
OTU21001	2
OTU17036	7
OTU24373	2
OTU24143	8
OTU14803	24
OTU24928	2
OTU16309	17
OTU9339	17
OTU7295	21
OTU17617	4
OTU19343	2
OTU11504	8
OTU21107	2
OTU20579	3
OTU23120	4
OTU17865	4
OTU11248	18
OTU17408	11
OTU16825	3
OTU21004	2
OTU23891	2
OTU23603	4
OTU24496	2
OTU5383	66
OTU23813	7
OTU21112	5
OTU23604	2
OTU24008	9
OTU13666	12
OTU21204	2
OTU17537	8
OTU14328	8
OTU13396	10
OTU8149	18
OTU22614	19
OTU28095	2
OTU18073	7
OTU21126	6
OTU5421	58
OTU20609	3
OTU7516	20
OTU14234	8
OTU13810	14
OTU18145	9
OTU21023	4
OTU23595	2
OTU15561	10
OTU19857	8
OTU9041	14
OTU12871	13
OTU19187	9
OTU13177	22
OTU13576	18
OTU11217	19
OTU11610	32
OTU12956	9
OTU28160	4
OTU16373	10
OTU5237	50
OTU7119	18
OTU23618	9
OTU28151	2
OTU7601	31
OTU10130	21
OTU23798	2
OTU24440	2
OTU18075	3
OTU14144	12
OTU21240	3
OTU23795	4
OTU16287	6
OTU6444	45
OTU20884	6
OTU17360	7
OTU12652	13
OTU13039	17
OTU27125	9
OTU7435	34
OTU21232	4
OTU12094	17
OTU14591	8
OTU20979	4
OTU14329	9
OTU13411	12
OTU19286	8
OTU9660	20
OTU19166	2
OTU13404	13
OTU9189	50
OTU27464	2
OTU23825	9
OTU19359	3
OTU15222	6
OTU20480	5
OTU17277	3
OTU13623	13
OTU20333	13
OTU13784	8
OTU22205	5
OTU27482	2
OTU24671	13
OTU18519	6
OTU18792	10
OTU16229	5
OTU20089	11
OTU23532	2
OTU16465	8
OTU21250	2
OTU26975	4
OTU6480	44
OTU27971	3
OTU18913	6
OTU5136	48
OTU24976	8
OTU17055	12
OTU17376	4
OTU23542	4
OTU20986	4
OTU23518	2
OTU27535	3
OTU11667	11
OTU21231	2
OTU21151	2
OTU23903	6
OTU8695	27
OTU20992	5
OTU14289	8
OTU18420	6
OTU17327	13
OTU16762	19
OTU15429	10
OTU18044	8
OTU27290	10
OTU23329	19
OTU26835	3
OTU21237	2
OTU27506	2
OTU7908	19
OTU26421	7
OTU25782	52
OTU23271	4
OTU25730	10
OTU17342	4
OTU18343	4
OTU15408	9
OTU18028	10
OTU23553	2
OTU19703	8
OTU14174	8
OTU23320	2
OTU21268	2
OTU21269	2
OTU14645	7
OTU10649	8
OTU7763	28
OTU9590	22
OTU10169	19
OTU26237	6
OTU14908	12
OTU24605	4
OTU24652	4
OTU19781	5
OTU9461	24
OTU9152	19
OTU23249	5
OTU19809	6
OTU12112	19
OTU15210	15
OTU8907	22
OTU8773	29
OTU26870	5
OTU28019	12
OTU23859	9
OTU14381	7
OTU23463	6
OTU21322	7
OTU12912	9
OTU27951	3
OTU20311	2
OTU8393	35
OTU18004	8
OTU7072	22
OTU27772	5
OTU4311	87
OTU21252	2
OTU21630	4
OTU19344	15
OTU23845	12
OTU5292	45
OTU25188	4
OTU7951	32
OTU14003	10
OTU20403	10
OTU21458	7
OTU12089	17
OTU20473	8
OTU17075	15
OTU21043	10
OTU10247	26
OTU13879	5
OTU20264	7
OTU14570	10
OTU23142	4
OTU14621	12
OTU20862	2
OTU16503	15
OTU19190	7
OTU23456	5
OTU27423	2
OTU23480	5
OTU13438	20
OTU21065	3
OTU23477	3
OTU28096	6
OTU9386	10
OTU27383	2
OTU23661	3
OTU25023	3
OTU11523	17
OTU8246	33
OTU17238	6
OTU9118	14
OTU20329	2
OTU21060	2
OTU14340	5
OTU27751	5
OTU23648	2
OTU21633	9
OTU25006	2
OTU6692	62
OTU26625	25
OTU26940	4
OTU10129	23
OTU26710	3
OTU15242	8
OTU23503	3
OTU15695	13
OTU16489	3
OTU9223	41
OTU14663	6
OTU13713	9
OTU20850	6
OTU11091	13
OTU20925	5
OTU10105	13
OTU21200	6
OTU25039	2
OTU13378	8
OTU27822	7
OTU11541	20
OTU18705	3
OTU18065	3
OTU17629	7
OTU26997	8
OTU10446	14
OTU27816	13
OTU18195	13
OTU22165	5
OTU16226	17
OTU8873	13
OTU22518	4
OTU27280	3
OTU18625	7
OTU13271	5
OTU27157	3
OTU27814	3
OTU20439	2
OTU18845	8
OTU25030	2
OTU18020	5
OTU12461	8
OTU17152	6
OTU7377	36
OTU21092	10
OTU23893	107
OTU17214	7
OTU21327	6
OTU23634	3
OTU7788	30
OTU13649	12
OTU27672	3
OTU11387	20
OTU10312	14
OTU9210	28
OTU11397	11
OTU21102	3
OTU17518	3
OTU10192	25
OTU20481	2
OTU5126	98
OTU20648	5
OTU6179	36
OTU8358	27
OTU8207	27
OTU21171	3
OTU10365	13
OTU7204	30
OTU21215	2
OTU2514	162
OTU10619	29
OTU23420	6
OTU21206	5
OTU27683	2
OTU4778	52
OTU20465	7
OTU15467	4
OTU23090	7
OTU15546	17
OTU27724	2
OTU20921	2
OTU19084	5
OTU8661	43
OTU4321	66
OTU20910	14
OTU21314	4
OTU20425	6
OTU5399	41
OTU27489	4
OTU20914	6
OTU19043	3
OTU24099	8
OTU17511	3
OTU7302	28
OTU23581	5
OTU11227	15
OTU13217	8
OTU6818	28
OTU23576	3
OTU23227	2
OTU27815	6
OTU13496	8
OTU7571	25
OTU18580	5
OTU8601	16
OTU20388	5
OTU13978	8
OTU26592	14
OTU21077	3
OTU21076	2
OTU2418	147
OTU5538	69
OTU18749	6
OTU27635	8
OTU23620	2
OTU20400	4
OTU24783	5
OTU23760	5
OTU7400	45
OTU24751	7
OTU10902	11
OTU23592	6
OTU10463	20
OTU27644	2
OTU14236	14
OTU27699	3
OTU23790	3
OTU23501	4
OTU12293	13
OTU14844	23
OTU20908	3
OTU23598	6
OTU17190	4
OTU21287	2
OTU12741	8
OTU10560	20
OTU19125	7
OTU10257	15
OTU15830	5
OTU22520	5
OTU24704	30
OTU20417	2
OTU13839	6
OTU13761	8
OTU24787	2
OTU28114	20
OTU23206	2
OTU22948	4
OTU14264	8
OTU19729	5
OTU19021	5
OTU15770	10
OTU10491	17
OTU27681	2
OTU21602	7
OTU27682	3
OTU17294	3
OTU23543	4
OTU8753	47
OTU27939	9
OTU21379	6
OTU9370	48
OTU21338	5
OTU21297	4
OTU20899	2
OTU20342	15
OTU9980	12
OTU19131	5
OTU7203	23
OTU20897	3
OTU4521	60
OTU14491	4
OTU24223	6
OTU18356	3
OTU13458	10
OTU15736	8
OTU3635	128
OTU16878	8
OTU23341	12
OTU13452	7
OTU12378	7
OTU17625	17
OTU25777	4
OTU20415	3
OTU17165	22
OTU9133	16
OTU23508	2
OTU12499	13
OTU12770	20
OTU23793	5
OTU20474	3
OTU21259	4
OTU6885	57
OTU11144	13
OTU27572	5
OTU17440	17
OTU8743	28
OTU25631	3
OTU24257	6
OTU21278	2
OTU23476	2
OTU9944	21
OTU14835	13
OTU18875	7
OTU8984	33
OTU23681	2
OTU27526	4
OTU21305	3
OTU12296	12
OTU20602	6
OTU18061	8
OTU20918	2
OTU14996	7
OTU12354	18
OTU21326	2
OTU14151	9
OTU19982	8
OTU14768	15
OTU27604	2
OTU24713	4
OTU23496	14
OTU21871	6
OTU11855	14
OTU28205	12
OTU13503	26
OTU27852	2
OTU25764	4
OTU20389	2
OTU23899	8
OTU16102	9
OTU28222	3
OTU21304	2
OTU13237	8
OTU20822	9
OTU21303	2
OTU15786	5
OTU13705	11
OTU16829	10
OTU23874	4
OTU690	904
OTU27851	4
OTU8340	22
OTU25633	11
OTU24915	5
OTU18223	10
OTU25615	5
OTU20539	14
OTU14679	11
OTU27734	2
OTU8065	27
OTU15656	7
OTU20407	4
OTU25486	9
OTU27740	4
OTU27735	6
OTU21285	3
OTU17353	12
OTU21651	7
OTU10535	14
OTU20174	10
OTU18977	4
OTU14534	8
OTU21083	10
OTU19993	7
OTU20868	2
OTU15655	20
OTU27728	3
OTU25618	6
OTU17269	7
OTU20852	2
OTU8566	22
OTU25216	6
OTU21074	6
OTU18558	3
OTU25110	4
OTU13691	13
OTU20859	2
OTU20320	4
OTU18640	3
OTU17555	10
OTU20466	2
OTU19420	4
OTU19142	4
OTU16734	5
OTU21086	4
OTU24729	2
OTU20464	2
OTU17380	4
OTU27763	2
OTU19039	14
OTU21080	3
OTU25726	3
OTU18427	8
OTU21079	2
OTU18477	15
OTU23566	3
OTU24731	5
OTU25711	2
OTU16395	13
OTU4550	53
OTU8845	29
OTU27323	4
OTU13551	7
OTU18398	7
OTU19762	7
OTU13156	9
OTU17343	12
OTU20974	2
OTU27431	3
OTU16637	4
OTU20477	2
OTU7900	39
OTU23490	2
OTU18904	8
OTU17060	5
OTU13811	9
OTU21463	7
OTU24161	7
OTU26979	9
OTU11551	13
OTU15293	12
OTU23529	2
OTU13311	12
OTU10620	49
OTU8386	29
OTU6227	54
OTU24503	7
OTU21214	4
OTU17773	6
OTU20476	5
OTU26915	6
OTU27085	3
OTU17523	4
OTU17039	7
OTU21003	2
OTU19328	5
OTU27413	3
OTU18221	11
OTU25488	3
OTU13940	5
OTU23003	5
OTU20435	5
OTU6594	55
OTU25493	2
OTU24897	3
OTU18279	8
OTU4149	78
OTU25527	2
OTU17371	3
OTU20122	5
OTU25535	2
OTU21885	7
OTU24893	2
OTU16729	3
OTU18546	6
OTU18588	4
OTU19213	3
OTU23093	9
OTU4555	62
OTU12070	18
OTU7382	33
OTU20446	2
OTU20933	2
OTU13676	6
OTU27362	3
OTU18352	4
OTU13933	6
OTU27368	10
OTU23828	2
OTU27725	4
OTU24567	7
OTU23829	8
OTU24388	3
OTU17297	8
OTU21139	3
OTU17531	7
OTU17160	11
OTU24886	3
OTU17950	4
OTU18946	8
OTU23619	2
OTU25438	4
OTU20260	4
OTU8202	18
OTU23818	2
OTU10008	13
OTU25443	2
OTU23817	4
OTU16867	7
OTU10593	16
OTU12209	23
OTU25674	9
OTU14175	12
OTU11121	13
OTU27501	4
OTU13077	24
OTU27554	3
OTU23821	3
OTU17992	3
OTU25433	5
OTU20719	2
OTU25482	4
OTU12395	10
OTU20335	2
OTU25686	3
OTU10608	11
OTU16444	6
OTU24811	2
OTU20939	3
OTU22635	4
OTU21183	3
OTU19672	3
OTU8930	19
OTU20621	7
OTU21172	5
OTU27483	2
OTU24848	9
OTU21146	4
OTU15398	7
OTU20676	2
OTU19510	4
OTU20672	15
OTU25000	5
OTU23177	8
OTU19031	9
OTU23335	4
OTU20673	2
OTU17736	13
OTU21154	3
OTU17500	4
OTU23812	2
OTU25722	2
OTU17296	5
OTU15307	8
OTU18947	9
OTU25543	2
OTU25743	3
OTU18438	10
OTU25745	2
OTU12983	8
OTU21191	11
OTU20667	2
OTU20364	4
OTU19586	8
OTU17200	12
OTU21283	4
OTU11062	15
OTU18280	9
OTU14229	7
OTU19997	6
OTU21174	2
OTU25318	10
OTU21277	2
OTU17247	20
OTU4825	62
OTU11271	22
OTU28187	2
OTU24878	8
OTU18820	5
OTU3227	95
OTU9404	25
OTU19491	9
OTU20374	2
OTU20097	3
OTU8896	47
OTU28212	2
OTU25319	2
OTU28192	2
OTU25418	18
OTU12126	9
OTU26034	2
OTU17955	5
OTU25345	3
OTU17525	24
OTU25958	12
OTU28120	2
OTU25331	10
OTU21119	3
OTU17894	4
OTU26055	2
OTU15203	9
OTU9264	20
OTU12468	10
OTU15768	16
OTU25596	2
OTU26382	8
OTU23881	2
OTU9554	28
OTU25330	2
OTU14667	8
OTU21997	11
OTU11830	26
OTU20786	4
OTU27880	2
OTU28030	7
OTU20357	2
OTU20834	5
OTU20830	2
OTU7915	22
OTU23034	7
OTU11598	26
OTU25992	3
OTU13499	17
OTU15423	6
OTU13632	10
OTU15605	6
OTU22023	4
OTU25054	5
OTU25456	5
OTU9162	18
OTU21138	2
OTU25296	2
OTU18116	6
OTU25289	2
OTU16973	3
OTU13455	19
OTU21566	2
OTU20787	2
OTU27210	4
OTU26930	3
OTU21564	4
OTU18186	6
OTU21538	5
OTU8999	17
OTU21849	3
OTU7945	35
OTU20591	4
OTU8600	28
OTU6811	35
OTU27220	6
OTU27145	4
OTU26277	5
OTU16906	14
OTU20765	3
OTU27865	6
OTU25950	6
OTU15259	11
OTU26455	12
OTU16527	7
OTU27660	6
OTU17600	6
OTU26051	2
OTU26112	5
OTU27944	2
OTU16855	8
OTU26057	3
OTU10697	12
OTU27982	2
OTU26121	2
OTU26101	3
OTU22533	6
OTU26720	3
OTU15903	11
OTU16905	12
OTU19178	8
OTU26950	9
OTU23700	3
OTU19650	17
OTU26951	4
OTU28145	5
OTU7342	66
OTU23978	6
OTU25828	11
OTU24381	3
OTU24430	4
OTU18901	4
OTU20784	2
OTU9096	15
OTU14475	6
OTU14756	8
OTU28007	2
OTU26015	3
OTU25172	15
OTU23726	3
OTU25481	4
OTU21689	2
OTU13997	7
OTU25305	7
OTU11684	11
OTU23720	2
OTU12171	8
OTU22592	3
OTU18527	12
OTU23691	4
OTU16739	13
OTU14243	6
OTU9813	15
OTU23678	3
OTU8590	12
OTU25398	2
OTU21385	2
OTU10173	41
OTU27217	10
OTU26856	8
OTU17688	7
OTU17634	47
OTU26075	2
OTU21425	2
OTU21523	2
OTU20639	2
OTU25871	2
OTU21550	2
OTU20514	5
OTU21359	2
OTU23173	5
OTU21487	10
OTU25856	3
OTU15783	4
OTU27731	11
OTU25896	3
OTU28016	3
OTU23392	5
OTU3765	79
OTU7132	28
OTU12414	22
OTU23687	5
OTU12484	23
OTU5944	74
OTU6499	96
OTU2402	146
OTU7623	29
OTU25897	9
OTU13581	11
OTU10136	12
OTU23144	18
OTU8547	40
OTU21518	2
OTU12417	17
OTU2592	143
OTU11873	12
OTU25162	12
OTU4018	144
OTU20315	23
OTU15811	14
OTU10567	18
OTU13875	8
OTU16853	13
OTU7510	34
OTU14650	13
OTU11046	22
OTU16782	7
OTU14978	7
OTU7388	23
OTU27584	4
OTU6396	30
OTU6825	45
OTU11548	12
OTU6523	23
OTU13660	13
OTU12958	5
OTU15316	7
OTU5064	56
OTU26657	3
OTU6934	34
OTU14173	13
OTU4690	54
OTU10160	22
OTU15324	6
OTU12913	14
OTU25888	3
OTU17880	5
OTU25426	4
OTU15173	8
OTU21544	2
OTU7359	36
OTU21655	23
OTU15248	7
OTU14608	6
OTU2130	200
OTU22960	6
OTU11965	19
OTU25795	5
OTU10496	11
OTU17573	4
OTU15838	9
OTU23088	18
OTU15273	10
OTU10490	12
OTU11077	13
OTU21625	6
OTU18718	10
OTU9082	16
OTU7126	24
OTU22649	73
OTU8284	83
OTU6262	100
OTU21684	2
OTU17633	3
OTU10096	24
OTU11978	8
OTU9309	39
OTU15402	13
OTU27123	21
OTU5411	43
OTU3639	93
OTU8076	18
OTU12409	7
OTU5578	38
OTU6477	43
OTU17566	9
OTU18710	12
OTU25839	5
OTU9409	19
OTU20627	2
OTU16941	9
OTU4563	53
OTU26717	82
OTU7445	63
OTU23560	16
OTU9442	52
OTU24994	6
OTU8191	32
OTU13260	13
OTU25814	6
OTU8310	17
OTU13793	26
OTU16453	6
OTU13700	26
OTU16461	5
OTU7555	45
OTU9796	38
OTU14464	8
OTU26535	3
OTU7818	46
OTU13305	22
OTU10684	9
OTU3916	125
OTU12486	15
OTU6321	62
OTU23261	4
OTU25367	4
OTU12476	18
OTU15021	23
OTU25042	8
OTU13313	8
OTU25396	13
OTU16801	22
OTU15164	7
OTU12294	17
OTU12572	15
OTU12529	7
OTU9792	18
OTU18692	3
OTU22706	7
OTU6841	29
OTU12079	35
OTU6500	45
OTU14139	10
OTU8166	18
OTU8079	27
OTU9116	23
OTU17813	12
OTU9937	27
OTU26505	2
OTU16550	24
OTU8861	41
OTU18872	4
OTU11564	18
OTU11761	10
OTU10686	13
OTU16575	11
OTU19110	5
OTU21504	5
OTU21671	2
OTU7563	23
OTU25375	5
OTU3487	76
OTU26319	7
OTU5835	38
OTU8351	56
OTU13021	13
OTU26850	6
OTU12533	9
OTU23383	9
OTU18029	7
OTU25374	5
OTU13788	10
OTU13240	79
OTU15352	11
OTU17776	11
OTU4318	105
OTU17893	5
OTU16616	4
OTU25341	4
OTU7150	26
OTU26514	2
OTU12381	11
OTU15327	17
OTU21680	3
OTU25208	4
OTU14613	8
OTU4437	60
OTU18864	8
OTU10670	12
OTU22230	6
OTU21679	2
OTU18482	9
OTU27453	5
OTU26686	7
OTU25370	2
OTU25968	5
OTU25824	6
OTU20554	2
OTU11993	20
OTU9115	16
OTU7906	38
OTU20557	2
OTU11170	11
OTU11860	12
OTU17898	10
OTU6469	45
OTU18973	3
OTU25833	10
OTU10655	10
OTU23773	2
OTU21677	6
OTU14891	23
OTU18839	13
OTU11764	17
OTU11488	6
OTU15413	9
OTU12740	12
OTU6136	28
OTU9825	19
OTU12789	7
OTU20494	3
OTU21707	3
OTU5414	42
OTU15024	9
OTU20262	7
OTU13407	12
OTU8183	25
OTU17676	4
OTU25295	6
OTU16201	13
OTU2327	200
OTU25351	2
OTU21664	69
OTU7574	29
OTU26581	2
OTU15116	12
OTU16544	4
OTU17996	9
OTU6654	67
OTU18924	5
OTU26730	6
OTU13035	12
OTU10835	13
OTU25237	9
OTU17761	7
OTU22662	2
OTU9640	42
OTU14459	9
OTU12613	11
OTU12840	7
OTU2379	149
OTU22391	3
OTU7734	18
OTU17828	3
OTU12815	95
OTU6103	30
OTU25365	2
OTU14734	8
OTU20380	5
OTU23137	11
OTU25925	4
OTU11322	10
OTU12939	5
OTU25301	3
OTU18005	4
OTU9537	29
OTU25193	4
OTU7844	32
OTU9990	19
OTU15843	15
OTU5380	47
OTU13720	7
OTU20496	2
OTU14386	18
OTU17785	5
OTU27082	7
OTU11722	14
OTU17145	10
OTU15092	14
OTU5479	55
OTU26667	8
OTU26611	2
OTU15373	10
OTU21692	2
OTU15041	14
OTU22524	4
OTU15047	10
OTU10521	13
OTU8432	31
OTU14076	19
OTU17463	6
OTU10679	11
OTU23167	16
OTU24957	2
OTU8228	27
OTU17768	6
OTU17684	6
OTU8962	18
OTU15389	5
OTU7615	39
OTU10939	15
OTU25419	11
OTU22682	2
OTU14993	31
OTU26624	7
OTU24986	3
OTU17802	4
OTU7889	27
OTU13557	11
OTU17659	10
OTU24902	4
OTU12095	16
OTU20839	7
OTU8307	20
OTU25391	4
OTU17328	4
OTU7920	20
OTU18199	6
OTU18999	5
OTU26291	3
OTU23544	3
OTU23723	8
OTU22685	6
OTU25392	7
OTU15708	5
OTU7440	37
OTU18923	9
OTU25967	2
OTU26584	3
OTU14818	17
OTU20490	7
OTU26443	3
OTU25914	5
OTU11919	29
OTU8520	22
OTU27590	4
OTU18107	10
OTU26599	3
OTU13711	12
OTU9839	22
OTU16963	11
OTU24919	2
OTU23755	2
OTU10199	32
OTU22634	2
OTU10729	31
OTU25379	4
OTU21952	10
OTU14721	24
OTU9621	15
OTU20507	4
OTU17661	4
OTU12150	29
OTU24909	3
OTU11346	15
OTU23753	4
OTU12458	13
OTU25907	2
OTU24074	10
OTU26423	2
OTU15234	4
OTU21158	4
OTU15270	9
OTU18321	3
OTU23750	2
OTU11328	15
OTU21640	4
OTU6965	31
OTU13520	9
OTU11302	14
OTU9617	39
OTU10287	17
OTU6070	47
OTU23118	11
OTU20502	3
OTU27507	4
OTU21616	6
OTU10373	17
OTU17473	21
OTU17720	3
OTU7346	42
OTU24083	3
OTU5925	52
OTU26649	6
OTU11339	18
OTU17288	23
OTU22843	7
OTU23156	7
OTU5973	40
OTU15182	7
OTU23192	2
OTU25382	2
OTU12312	11
OTU25337	10
OTU8433	23
OTU11896	21
OTU26639	5
OTU13751	9
OTU24322	3
OTU18384	11
OTU15738	7
OTU7929	32
OTU14275	10
OTU12609	12
OTU15692	11
OTU26233	2
OTU24468	7
OTU19342	9
OTU20562	8
OTU4502	71
OTU10876	24
OTU18840	10
OTU14147	9
OTU20369	3
OTU18286	4
OTU10250	14
OTU25048	2
OTU18483	4
OTU7247	22
OTU6625	29
OTU23198	2
OTU17395	6
OTU18650	6
OTU24438	3
OTU15710	7
OTU21033	6
OTU17696	6
OTU18453	7
OTU18846	6
OTU10362	20
OTU13570	15
OTU13256	10
OTU25215	5
OTU14576	9
OTU14291	11
OTU17835	5
OTU8497	17
OTU24355	4
OTU19847	5
OTU5176	61
OTU26608	18
OTU19055	25
OTU26159	7
OTU22431	2
OTU17764	9
OTU11851	10
OTU20429	5
OTU20432	2
OTU19054	8
OTU11242	17
OTU13196	25
OTU19116	3
OTU21654	2
OTU20472	3
OTU20475	5
OTU12303	16
OTU26284	2
OTU14208	11
OTU15722	14
OTU26282	2
OTU11299	11
OTU14212	21
OTU17589	5
OTU18689	10
OTU20849	9
OTU20536	2
OTU18395	7
OTU8782	29
OTU14511	9
OTU12647	22
OTU22644	9
OTU18958	4
OTU26175	5
OTU14696	10
